Sector,Sector Level 2,Sector Level 3,Sector Level 4,Technical Screening Criteria
5. Sustainable Upgrade of Infrastructure,5.6 Ecological Protection and Construction,5.6.1 Urban Ecological Protection and Construction,"5.6.1.5 Construction, Maintenance and Operation of Regional Greenspace","Construction, maintenance, and operation of regional green spaces such as urban country parks, wetland parks, and protected green spaces, etc."
5. Sustainable Upgrade of Infrastructure,5.6 Ecological Protection and Construction,5.6.1 Urban Ecological Protection and Construction,5.6.1.6 Construction and Maintenance of Vertical Greening,"Vertical greening and maintenance of roofs, walls, bridges and tunnels of urban buildings."
6. Green Services,6.1 Consultancy,6.1.1 Green Consulting Technical Services,6.1.1.1 Green Industry Project Survey Services,"Survey services related to the development and surveying of renewable energy resources such as wind, solar, biomass, geothermal and other green energy resources; technical consulting services related to the assessment of the potential commercial use of green resources (such as renewable energy), and the assessment of the potential scale for the construction for of such green projects."
6. Green Services,6.1 Consultancy,6.1.1 Green Consulting Technical Services,6.1.1.2 Green Industry Project Design Services,"Technical consulting services related to project design, construction, operation management, maintenance plan design, technical reformation plan design and other technical services for renewable energy, energy efficiency, pollution prevention, comprehensive utilization of resources and other green industry projects."
6. Green Services,6.1 Consultancy,6.1.1 Green Consulting Technical Services,6.1.1.3 Technical Consultancy for Green Industry Projects,"Technical consulting services related to due diligence, research planning and preparation, feasibility study and feasibility study report preparation, risk assessment, post-evaluation, green project financing and talent training for renewable energy, energy efficiency, pollution prevention, comprehensive utilization of resources and other green industry projects."
6. Green Services,6.1 Consultancy,6.1.1 Green Consulting Technical Services,6.1.1.4 Clean Production Audit Services,"Technical consulting services related to comprehensive investigation and diagnosis of enterprises’ production process and management of such process, including identification of the weak links in terms of the raw materials used, technological process, production, pollutant emissions and other aspects, and subsequently develop a clean production reform program."
6. Green Services,6.2 Operation Management Services,6.2.1 Green Operation Management Services,6.2.1.1 Construction of Power Management System,"Management consulting services related to energy management system development, software development, information platform construction, energy management system certification services and other management consulting service. Construction of power management system shall meet the requirements of national standards such as the Energy Management System Requirements (GB/T 23331) and the Energy Management System Implementation Guide (GB/T 29456)."
6. Green Services,6.2 Operation Management Services,6.2.1 Green Operation Management Services,6.2.1.2 Energy Performance Contracting Services,"Energy-saving technology improvement services related to the sharing of benefits from energy-saving, energy cost custody, energy-saving performance contract, and financial leasing; other consulting services related to consulting for the business models of energy management contracting, financing consulting, etc. These shall meet the requirements of national standards such as the General Rules of Energy Management Contract Techniques (GB/T 24915)."
6. Green Services,6.2 Operation Management Services,6.2.1 Green Operation Management Services,6.2.1.3 Power Demand-side Management Services,"Providing electricity users and grid enterprises with electricity saving technology transformation services, peak reclamation, demand-side response and other orderly power consumption management consulting services, power substitution technology reformation, and power demand-side management services, in order to prevent power wastage, reduce power consumption, improve the level of synergy between green power production and consumption, promote the grid's capacity for renewable energy power consumption and the level of renewable energy power consumption by power users, as well as implementing atmospheric environmental governance and protection through power substitution."
6. Green Services,6.2 Operation Management Services,6.2.2 Environmental Rights Transaction Services,6.2.2.1 Provision of Services for Energy-use Rights Transactions,"Providing services related to energy-use rights transactions including energy-use rights trading-related calculation and accounting, third-party audits, legal consultation, platform construction, assets management and operation, financial pledge and power-saving scheme consultation."
6. Green Services,6.2 Operation Management Services,6.2.2 Environmental Rights Transaction Services,6.2.2.2 Provision of Services for Water-use Rights Transactions,"Providing services related to water-use rights transactions including water rights trading-related feasibility analysis, reference price verification, trading scheme design, legal and technical consulting, platform construction and other related services."
6. Green Services,6.2 Operation Management Services,6.2.2 Environmental Rights Transaction Services,6.2.2.3 Pollutant Discharge Permit and Transaction Services,"Providing services related to pollutant discharge permit transactions including permit license application and review, accounting records and execution reports, audit compliance or consultation, legal consultation, financial pledge of pollutant discharge rights, and information on pollutant discharge platform construction and other services related to permits and trading of pollutant discharge rights."
6. Green Services,6.2 Operation Management Services,6.2.2 Environmental Rights Transaction Services,6.2.2.4 Carbon Emission Trading Services,"Providing carbon credits related services including carbon emissions and voluntary national greenhouse gas emission reduction trading-related services, statistical accounting, registration and change of carbon allowances, legal services for carbon trading, consultation on carbon reduction programs, carbon finance, carbon information management services and other carbon credit related services. Carbon emission accounting shall comply with “Greenhouse Gas Emission Accounting and Reporting Requirements” (GB/T 32151) when carrying out accounting and reporting activities of greenhouse gas emissions. Greenhouse gas emission reduction assessment based on emission reduction projects shall refer to Technical Specification for Project-based Estimation of Greenhouse Gas Emission Reduction-Steel Industry Residue Energy Utilization (GB/T 33755), “ Technical specificationattheprojectlevelforassessmentofgreenhousegasemission reductions—Alternative of raw materials in cement clinker production industry” (GB/T 33756), Technical Specification for Project-based Estimation of Greenhouse Gas Emission Reduction - General Requirements (GB/T 33760) and other national standards."
6. Green Services,6.2 Operation Management Services,6.2.2 Environmental Rights Transaction Services,6.2.2.5 Renewable Energy Certificate (Green Tags) Trading Services,"Providing related services on renewable energy certification transaction including green power certificate subscription and transaction, transaction -related legal advisory services, and transaction-related information platform construction."
6. Green Services,"6.3 Audit, Inspection and Evaluation of Projects","6.3.1 Audit, Inspection and Evaluation of Projects",6.3.1.1 Energy-Saving Assessment and Energy Audit,"Providing services related to energy efficiency assessment of energy-using units, technical consulting services on energy-saving retrofit plan design and third-party energy audit, energy saving assessment, energy audit training, energy-saving assessment and energy audit-related services such as energy-saving report preparation services for fixed asset investment projects. All these shall meet the requirements of Energy Saving Calculation Methods for Energy Consumption Unit (GB/T 13234), General Rules for Energy  Saving Measurement and Verification (GB/T 28750), General Rules for Energy Audit (GB/T 17166) and other national standards."
6. Green Services,"6.3 Audit, Inspection and Evaluation of Projects","6.3.1 Audit, Inspection and Evaluation of Projects",6.3.1.2 Evaluation of Environment Impact,"Providing related technical services including comprehensive evaluation of environmental impacts, design of environmental impact solutions, legal consultation on environmental impacts, building database on environmental impacts. Preparation of negative lists based on ecological protection “red line”, environmental quality “bottom line”, resource utilization ceilings and environmental admission. Providing related information technology services such as environmental risk assessment of construction projects, administrative regions, industrial parks, preparation of environmental emergency control plans, and formulation of environmental emergency plans."
6. Green Services,"6.3 Audit, Inspection and Evaluation of Projects","6.3.1 Audit, Inspection and Evaluation of Projects",6.3.1.3 Verification of Carbon Emission,"Providing related technical services on carbon emission verification, such as third-party verification of carbon emissions, training of carbon emission verifiers, construction of carbon emission verification database, carbon emission verification results sampling and verification services."
6. Green Services,"6.3 Audit, Inspection and Evaluation of Projects","6.3.1 Audit, Inspection and Evaluation of Projects",6.3.1.4 Evaluation of Geological Disaster Hazards,"Providing related technical consultation services including geohazard risk assessment such as landslides, collapse, mudslides, debris flows, ground subsidence, ground fissures, ground subsidence and other geological hazards risk assessment, vulnerability assessment of disaster areas, damage assessment of geological hazards, etc."
6. Green Services,"6.3 Audit, Inspection and Evaluation of Projects","6.3.1 Audit, Inspection and Evaluation of Projects",6.3.1.5 Evaluation of Soil and Water Conservations,"Providing related technical services including soil and water conservation plan preparation, monitoring and evaluation of construction projects, soil and water conservation facility acceptance, third-party assessment, soil and water conservation information supervision, soil and water conservation legal consultation and other technical services related to soil and water conservation evaluation."
6. Green Services,6.4 Monitoring and Detection,6.4.1 Monitoring and Detection,6.4.1.1 Building of Online Energy Monitoring System,"Providing related technical services on online energy monitoring and management system design, hardware equipment procurement, measurement and online monitoring equipment calibration and others, as well as system software development and information platform construction. These shall meet the requirements of national standards such as Technical Requirements for Online Monitoring of Energy Consumption(GB/T 38692)."
6. Green Services,6.4 Monitoring and Detection,6.4.1 Monitoring and Detection,6.4.1.2 Monitoring of Polluting Sources g,"Providing pollution source monitoring related services including pollution source monitoring system development, pollution source monitoring equipment procurement, pollution source monitoring application software development, database construction, pollutant emission measurement and monitoring equipment calibration."
6. Green Services,6.4 Monitoring and Detection,6.4.1 Monitoring and Detection,6.4.1.3 Monitoring and Evaluation of Environmental Damage,"Providing related technical and legal consultation services including environmental damage assessment and monitoring program design, environmental damage identification and assessment, environmental damage-related emergency resolution plan design, legal consultation services, insurance services."
6. Green Services,6.4 Monitoring and Detection,6.4.1 Monitoring and Detection,6.4.1.4 Monitoring and Assessment of Environmental Impact,"Providing related technical consultation services including environmental impact assessment monitoring of water, atmosphere, soil, noise and vibration, environmental damage, emergency resolution program design and environmental impact-related legal advice."
6. Green Services,6.4 Monitoring and Detection,6.4.1 Monitoring and Detection,6.4.1.5 Environmental Monitoring for Enterprises,"Providing related technical consultation services including enterprise environmental monitoring equipment procurement, environmental monitoring services, pollutant monitoring personnel training and other technical consultation services, construction of information platforms including environmental monitoring software, hardware development, database building, etc, and conforming to national standards such as Data Interface Specification for Public Platform of Circular Economy Informationization in Industrial Park (GB/T 36578)."
6. Green Services,6.4 Monitoring and Detection,6.4.1 Monitoring and Detection,6.4.1.6 Monitoring of Ecological Environment,"Providing related technical consultation services including ecological and environmental monitoring of water, air, soil, solid waste, groundwater, ocean, agricultural non-point source pollution, radiation and other; monitoring and technical services related to emergency ecological environmental events; monitoring of agricultural waste resources, land resources, water resources, monitoring of forestry and grassland carbon sink, ecological remote sensing, ecological community, biological diversity, soil and water conservation and other monitoring services; toxicity testing and other ecological/environment monitoring related technical services."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.1 Promotion and Certification of Energy Saving Products,"Energy-saving certification and promotion services for office and commercial electrical products such as computers, photocopiers, monitors, shredders and servers, and electromechanical products such as small and medium-sized three-phase asynchronous motors (including green label products)."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.2 Promotion and Certification of Low-Carbon Products,"Low-carbon product certification and promotion services (including green-labeled products) for industrial, commercial, and civil products with significant carbon emission reduction benefits from product carbon footprint evaluation and full life-cycle product production and consumption, such as cement, glass and other building materials products, motors, transformers, tires and other mechanical and electrical products."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.3 Promotion and Certification of Water Saving Products,"Certification and promotion of water-saving products (including green-labeled products) including industrial and residential reverse osmosis water purifiers, faucets, showers, water tank accessories, washing machines and other water-saving products with significant water-saving benefits."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.4 Promotion and Certification of Environmental Labeling Products,"Environmental label product certification and promotion services (including green label products) that meet the specific environmental protection requirements, such as environmental labeling of electronic appliances, building materials, mechanical equipment, and other product certification and promotion services."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.5 Promotion and Certification of Organic Food,"Certification and promotion (including green label products) services of agricultural product and food product and its production environment which meet the national standard of Organic Products(GB / T 19630.1-GB / T 19630.4) and other national standards within the validity period, including vegetable and fruit planting industry products, edible fungi, wild plant products, aquatic products, livestock and poultry farming products, etc., as well as certification and promotion of organic product including animal feed."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.6 Promotion and Certification of Green Food,"Certification and promotion services of green food including food products or the origin of the raw materials conforms to the green food related eco-environmental standards within the validity period, the processing production process conforms to the green food related production operation regulations, and the products comply with the green food certification and promotion services such as green food related quality and hygiene standards. For example the certification and promotion services of green food of vegetables, fruits, meat and meat products."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.7 Assertion and Promotion of Products with Comprehensive Utilization of Resources,"Identification and promotion services for products included in the National Catalogue of Integrated Resource Utilization of Industrial Solid Waste(2018 Edition)within the validity period, and identification and promotion services for remanufactured products included in the Catalogue of Remanufactured Products."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.8 Promotion and Certification of Green Building Materials,"Certification and promotion services for green building materials such as energy-saving glass, thin ceramic tiles, masonry materials and other green building materials that meet the requirements of policies and specifications such as Regulations on the Administration of Green Building Labeling (published in 2015) and Technical Guidelines for the Evaluation of Green Building Materials (Trial) (First Edition) (published in 2015)."
6. Green Services,6.5 Promotion and Certification of Technical Products,6.5.1 Promotion and Certification of Technical Products,6.5.1.8 Promotion and Certification of Green Building Materials,"Certification and promotion services for green building materials such as energy-saving glass, thin ceramic tiles, masonry materials and other green building materials that meet the requirements of policies and specifications such as RegulationsontheAdministrationofGreenBuildingMaterialsEvaluationand Labeling (published in 2015) and Technical Guidelines for the Evaluation of Green Building Materials (Trial) (FirstEdition) (published in 2015)."
